,조사일,브랜드,생필품,식품,축산물
0,2021-1,CU,6960.606060606061,3723.916083916084,
1,2021-1,GS25,10678.57142857143,4064.2748091603053,9300.0
2,2021-1,GS수퍼마켓,8273.638810354903,3939.54007847229,8601.511278195489
3,2021-1,농협,8853.260869565218,3869.9149898797477,6252.972972972973
4,2021-1,롯데마트,13428.301886792453,3989.5858407079645,4483.857142857143
5,2021-1,롯데백화점,12022.068965517241,3904.2369337979094,7080.55
6,2021-1,롯데슈퍼,8448.674236809076,4290.826567038493,7132.307351236963
7,2021-1,세븐일레븐,6740.731707317073,3917.123745819398,
8,2021-1,신세계백화점,9306.342857142858,3821.4418161007247,9832.207792207791
9,2021-1,이마트,8850.50701478793,4461.474684088369,8200.214492753623
10,2021-1,현대백화점,9213.883575883576,4385.766369745273,7406.914893617021
